Part Number,Condition,Low Price,Avg. Price,High Price,Total Quantity,Hits Day,HIts Week,Hits Month,Normalized_Quantity,Normalized_Searches,Market Attractiveness,Market Attractiveness Category
PWR-C49M-1000AC-RF,REF,532.19,532.19,532.19,32,1,6,30,0.0012400496019840794,0.017482517482517484,0.5081212339402666,Moderate Attractiveness
WS-C2970G-24T-E,REF,28.0,111.33,275.0,51,1,6,30,0.002000080003200128,0.017482517482517484,0.5077412187396586,Moderate Attractiveness
CP-MIC-WIRED-S-LN,REF,45.45,45.45,45.45,2,0,7,30,4.000160006400256e-05,0.017482517482517484,0.5087212579412267,Moderate Attractiveness
WS-F6K-DFC4-A,REF,450.0,825.0,1200.0,6,1,4,30,0.0002000080003200128,0.017482517482517484,0.5086412547410987,Moderate Attractiveness
CP-6941-CL-K9,REF,33.0,100.5,168.0,5,1,3,30,0.00016000640025601025,0.017482517482517484,0.5086612555411307,Moderate Attractiveness
15454-OC481IR1310,REF,100.0,100.0,100.0,97,1,6,30,0.003840153606144246,0.017482517482517484,0.5068211819381866,Moderate Attractiveness
WS-X6516-GBIC,REF,11.0,50.17,145.0,50,0,10,30,0.0019600784031361257,0.017482517482517484,0.5077612195396907,Moderate Attractiveness
WS-C3560E-12SD-E,REF,93.99,372.0,650.0,4,3,11,30,0.00012000480019200768,0.017482517482517484,0.5086812563411627,Moderate Attractiveness
SM-ES2-24-P-RF,REF,1248.22,1248.22,1248.22,8,2,17,30,0.0002800112004480179,0.017482517482517484,0.5086012531410347,Moderate Attractiveness
QSFP-H40G-AOC20M,REF,550.0,550.0,550.0,1,0,5,30,0.0,0.017482517482517484,0.5087412587412588,Moderate Attractiveness
DS-C9148S-D12P8K9,REF,1500.0,1500.0,1500.0,1,0,12,30,0.0,0.017482517482517484,0.5087412587412588,Moderate Attractiveness
CP-MIC-WIRED-S,REF,7.0,66.67,168.0,34,0,7,30,0.0013200528021120844,0.017482517482517484,0.5080812323402026,Moderate Attractiveness
AIR-LAP1242AG-E-K9 NO PSU NO A,REF,20.0,20.0,20.0,2,0,10,30,4.000160006400256e-05,0.017482517482517484,0.5087212579412267,Moderate Attractiveness
AIR-SAP2602E-E-K9,REF,35.0,73.33,95.0,336,0,5,30,0.013400536021440857,0.017482517482517484,0.5020409907305383,Moderate Attractiveness
CP-6941-CL-K9-CISCO,REF,307.76,307.76,307.76,9,1,3,30,0.0003200128005120205,0.017482517482517484,0.5085812523410027,Moderate Attractiveness
C3K-PWR-1150WAC,REF,12.0,195.41,1250.0,51,0,7,30,0.002000080003200128,0.017482517482517484,0.5077412187396586,Moderate Attractiveness
9260-8I,REF,365.0,365.0,365.0,2,5,11,30,4.000160006400256e-05,0.017482517482517484,0.5087212579412267,Moderate Attractiveness
XFP10GLR192SR-RGD,REF,450.0,450.0,450.0,3,7,9,30,8.000320012800511e-05,0.017482517482517484,0.5087012571411947,Moderate Attractiveness
UCSB-B480-M5-WDB,REF,1899.0,1899.0,1899.0,1,3,11,30,0.0,0.017482517482517484,0.5087412587412588,Moderate Attractiveness
WS-C2926T,REF,50.0,50.0,50.0,5,1,19,30,0.00016000640025601025,0.017482517482517484,0.5086612555411307,Moderate Attractiveness
WS-X4908-10G-RJ45,REF,380.0,490.0,600.0,3,0,4,30,8.000320012800511e-05,0.017482517482517484,0.5087012571411947,Moderate Attractiveness
J9591A,REF,150.0,150.0,150.0,40,0,12,30,0.0015600624024961,0.017482517482517484,0.5079612275400107,Moderate Attractiveness
C3K-PWR-1150WAC=,REF,20.0,20.33,21.0,31,0,7,30,0.0012000480019200767,0.017482517482517484,0.5081412347402987,Moderate Attractiveness
QSFP-4X10GAOC3M-WS,REF,1149.35,1149.35,1149.35,1,0,3,30,0.0,0.017482517482517484,0.5087412587412588,Moderate Attractiveness
ME34X-PWR-DC,REF,100.0,100.0,100.0,12,1,6,30,0.00044001760070402814,0.017482517482517484,0.5085212499409067,Moderate Attractiveness
SF350-48MP-K9NA-RF,REF,928.37,928.37,928.37,9,5,10,30,0.0003200128005120205,0.017482517482517484,0.5085812523410027,Moderate Attractiveness
CISCO2611XM,REF,82.78,92.34,100.0,15,2,7,30,0.000560022400896036,0.017482517482517484,0.5084612475408107,Moderate Attractiveness
AIR-PWR-C,REF,35.0,35.0,35.0,9,2,5,30,0.0003200128005120205,0.017482517482517484,0.5085812523410027,Moderate Attractiveness
SG110D-08-NA-LN,REF,15.15,15.15,15.15,4,0,6,30,0.00012000480019200768,0.017482517482517484,0.5086812563411627,Moderate Attractiveness
ASA5510-AIP20SP-K9,REF,70.0,70.0,70.0,4,0,5,30,0.00012000480019200768,0.017482517482517484,0.5086812563411627,Moderate Attractiveness
QSFP-100G-AOC7M,REF,289.0,328.0,400.0,7,1,15,30,0.00024000960038401536,0.017482517482517484,0.5086212539410667,Moderate Attractiveness
PWR-C45-1000AC,REF,15.0,43.41,160.0,26,0,7,30,0.001000040001600064,0.017482517482517484,0.5082412387404587,Moderate Attractiveness
C2951-VSEC-K9,REF,190.0,323.75,455.0,60,0,4,30,0.0023600944037761515,0.017482517482517484,0.5075612115393706,Moderate Attractiveness
C887VAMK9,REF,81.51,81.51,81.51,1,0,4,30,0.0,0.017482517482517484,0.5087412587412588,Moderate Attractiveness
SM-ES2-24-P,REF,35.0,207.5,380.0,7,2,17,30,0.00024000960038401536,0.017482517482517484,0.5086212539410667,Moderate Attractiveness
MBE2147RC,REF,25.0,25.0,25.0,96,2,6,30,0.0038001520060802433,0.017482517482517484,0.5068411827382187,Moderate Attractiveness
CISCO2610XM-16TS,REF,350.0,350.0,350.0,3,0,4,30,8.000320012800511e-05,0.017482517482517484,0.5087012571411947,Moderate Attractiveness
VWIC2-2MFT-T1-E1,REF,5.0,47.4,304.0,85,0,8,30,0.0033601344053762155,0.017482517482517484,0.5070611915385707,Moderate Attractiveness
SRW2024-K9,REF,145.0,186.57,265.72,7,0,11,30,0.00024000960038401536,0.017482517482517484,0.5086212539410667,Moderate Attractiveness
CLK-7600,REF,120.0,120.0,120.0,3,0,4,30,8.000320012800511e-05,0.017482517482517484,0.5087012571411947,Moderate Attractiveness
CP-MIC-WIRED-S-RF,REF,203.41,203.41,203.41,5,0,7,30,0.00016000640025601025,0.017482517482517484,0.5086612555411307,Moderate Attractiveness
GS748TP,REF,149.99,149.99,149.99,1,2,13,30,0.0,0.017482517482517484,0.5087412587412588,Moderate Attractiveness
WS-X4306GB,REF,89.0,89.0,89.0,3,0,11,30,8.000320012800511e-05,0.017482517482517484,0.5087012571411947,Moderate Attractiveness
CTS-SX20N-12X-K9,REF,1700.0,1700.0,1700.0,3,0,4,30,8.000320012800511e-05,0.017482517482517484,0.5087012571411947,Moderate Attractiveness
CAB-RPS2300,REF,25.0,25.0,25.0,2,0,5,30,4.000160006400256e-05,0.017482517482517484,0.5087212579412267,Moderate Attractiveness
CRS-MSC-140G-RF,REF,229784.01,229784.01,229784.01,10,2,7,29,0.00036001440057602306,0.0168997668997669,0.5082698762495954,Moderate Attractiveness
ONS-XC-10G-C-RF,REF,10235.32,10235.32,10235.32,24,1,15,29,0.0009200368014720589,0.0168997668997669,0.5079898650491474,Moderate Attractiveness
CISCO2901-DATAK9,REF,220.0,220.0,220.0,1,0,5,29,0.0,0.0168997668997669,0.5084498834498834,Moderate Attractiveness
AIR-WLC4402-25-K9,REF,49.0,156.82,479.27,8,3,11,29,0.0002800112004480179,0.0168997668997669,0.5083098778496594,Moderate Attractiveness
CAB-AC-C6K-TWLK,REF,20.0,20.0,20.0,4,0,9,29,0.00012000480019200768,0.0168997668997669,0.5083898810497874,Moderate Attractiveness
CP-7861-3PCC-K9-RF,REF,128.34,128.34,128.34,75,0,2,29,0.0029601184047361897,0.0168997668997669,0.5069698242475154,Moderate Attractiveness
CP-7937-MIC-KIT=,REF,46.0,46.0,46.0,5,0,8,29,0.00016000640025601025,0.0168997668997669,0.5083698802497554,Moderate Attractiveness
ASA5520-MEM-1GB=,REF,24.0,24.0,24.0,1,1,11,29,0.0,0.0168997668997669,0.5084498834498834,Moderate Attractiveness
ONS-SI-622-L2=,REF,45.0,45.0,45.0,2,0,8,29,4.000160006400256e-05,0.0168997668997669,0.5084298826498515,Moderate Attractiveness
UCS-SD800G0KS2-EP,REF,295.0,524.7,984.0,23,0,1,29,0.0008800352014080564,0.0168997668997669,0.5080098658491794,Moderate Attractiveness
UCSC-C220-M4L,REF,499.0,499.0,499.0,5,1,3,29,0.00016000640025601025,0.0168997668997669,0.5083698802497554,Moderate Attractiveness
CP-7925G-W-K9,REF,90.0,90.0,90.0,50,0,6,29,0.0019600784031361257,0.0168997668997669,0.5074698442483153,Moderate Attractiveness
WS-F6700-CFC V04,REF,45.0,45.0,45.0,1,1,5,29,0.0,0.0168997668997669,0.5084498834498834,Moderate Attractiveness
UCS-CPU-E52690E,REF,390.0,390.0,390.0,3,0,6,29,8.000320012800511e-05,0.0168997668997669,0.5084098818498194,Moderate Attractiveness
CISCO3925-VSEC-K9,REF,1995.0,1995.0,1995.0,1,1,7,29,0.0,0.0168997668997669,0.5084498834498834,Moderate Attractiveness
30-1410-04,REF,14.0,14.67,15.0,300,1,7,29,0.011960478419136765,0.0168997668997669,0.502469644240315,Moderate Attractiveness
078-000-062,REF,855.1,855.1,855.1,3,0,4,29,8.000320012800511e-05,0.0168997668997669,0.5084098818498194,Moderate Attractiveness
WSC3750E-24PD-E,REF,200.0,200.0,200.0,1,2,6,29,0.0,0.0168997668997669,0.5084498834498834,Moderate Attractiveness
X2-10GB-CX4,REF,4.0,17.5,60.0,254,2,9,29,0.010120404816192648,0.0168997668997669,0.503389681041787,Moderate Attractiveness
ASA5510 V06,REF,44.0,64.49,84.98,5,0,5,29,0.00016000640025601025,0.0168997668997669,0.5083698802497554,Moderate Attractiveness
CISCO1811-K9,REF,39.33,42.16,45.0,3,2,16,29,8.000320012800511e-05,0.0168997668997669,0.5084098818498194,Moderate Attractiveness
CTS-SX80-IPST60-K9,REF,8000.0,8000.0,8000.0,2,4,8,29,4.000160006400256e-05,0.0168997668997669,0.5084298826498515,Moderate Attractiveness
UCS-MR-1X322RU-G,REF,109.0,127.27,163.8,18,2,17,29,0.0006800272010880436,0.0168997668997669,0.5081098698493394,Moderate Attractiveness
7600-SIP-400 V03,REF,92.0,92.0,92.0,2,0,3,29,4.000160006400256e-05,0.0168997668997669,0.5084298826498515,Moderate Attractiveness
SM-X-1T3-E3-RF,REF,6045.48,6045.48,6045.48,8,2,8,29,0.0002800112004480179,0.0168997668997669,0.5083098778496594,Moderate Attractiveness
HWIC-1CE1T1-PRI,REF,175.0,210.05,245.1,3,0,6,29,8.000320012800511e-05,0.0168997668997669,0.5084098818498194,Moderate Attractiveness
AIR CAP 1552E-E-K9,REF,20.0,20.0,20.0,2,0,10,29,4.000160006400256e-05,0.0168997668997669,0.5084298826498515,Moderate Attractiveness
GLC-FE-100BX-D,REF,15.0,51.0,87.0,5,0,21,29,0.00016000640025601025,0.0168997668997669,0.5083698802497554,Moderate Attractiveness
CAB-AC-25,REF,10.0,10.0,10.0,2,0,9,29,4.000160006400256e-05,0.0168997668997669,0.5084298826498515,Moderate Attractiveness
AIM-VPN-EPII-PLUS,REF,5.0,145.25,500.0,89,0,3,29,0.0035201408056322256,0.0168997668997669,0.5066898130470673,Moderate Attractiveness
C2960S-F-STACK,REF,80.0,106.5,145.0,21,2,10,29,0.0008000320012800513,0.0168997668997669,0.5080498674492434,Moderate Attractiveness
C9800-AC-750W-R-RF,REF,726.49,726.49,726.49,3,4,7,29,8.000320012800511e-05,0.0168997668997669,0.5084098818498194,Moderate Attractiveness
N5696-M12Q-RF,REF,7550.17,7550.17,7550.17,2,2,4,29,4.000160006400256e-05,0.0168997668997669,0.5084298826498515,Moderate Attractiveness
15454-DS3-12,REF,25.0,25.0,25.0,7,0,5,29,0.00024000960038401536,0.0168997668997669,0.5083298786496914,Moderate Attractiveness
QSFP-H40G-CU2M-RF,REF,126.34,126.34,126.34,6,0,6,29,0.0002000080003200128,0.0168997668997669,0.5083498794497234,Moderate Attractiveness
WS-F6K-DFC4-A-R,REF,400.0,400.0,400.0,2,1,4,29,4.000160006400256e-05,0.0168997668997669,0.5084298826498515,Moderate Attractiveness
PVDM2-48,REF,9.0,62.6,150.0,17,2,10,29,0.000640025601024041,0.0168997668997669,0.5081298706493714,Moderate Attractiveness
C897VAG-LTEGAK9-RF,REF,1497.67,1497.67,1497.67,5,3,7,29,0.00016000640025601025,0.0168997668997669,0.5083698802497554,Moderate Attractiveness
72-3383-01,REF,3.0,17.28,45.0,134,1,12,29,0.005320212808512341,0.0168997668997669,0.5057897770456272,Moderate Attractiveness
CRS-MSC-140G,REF,10000.0,10000.0,10000.0,10,2,7,29,0.00036001440057602306,0.0168997668997669,0.5082698762495954,Moderate Attractiveness
AIR-CAP3702I-Z-K9,REF,170.0,172.5,175.0,7,1,3,29,0.00024000960038401536,0.0168997668997669,0.5083298786496914,Moderate Attractiveness
NIM-SSD,REF,210.0,248.0,286.0,5,2,9,29,0.00016000640025601025,0.0168997668997669,0.5083698802497554,Moderate Attractiveness
ACS-2821-51-FANS,REF,60.0,83.0,106.0,9,0,7,29,0.0003200128005120205,0.0168997668997669,0.5082898770496275,Moderate Attractiveness
ASA5512 V04,REF,149.0,149.0,149.0,3,2,6,29,8.000320012800511e-05,0.0168997668997669,0.5084098818498194,Moderate Attractiveness
CP-6945-C-K9-LN,REF,24.24,24.24,24.24,2,1,8,29,4.000160006400256e-05,0.0168997668997669,0.5084298826498515,Moderate Attractiveness
UCS-CPU-E52650BC=,REF,149.0,149.0,149.0,16,1,7,29,0.0006000240009600385,0.0168997668997669,0.5081498714494034,Moderate Attractiveness
UCSB-HS-EP-M4-F-RF,REF,33.47,33.47,33.47,57,1,11,29,0.0022400896035841434,0.0168997668997669,0.5073298386480913,Moderate Attractiveness
WS-X6548-GE-45AF V06,REF,64.0,64.0,64.0,1,1,5,29,0.0,0.0168997668997669,0.5084498834498834,Moderate Attractiveness
PRP-3,REF,2250.0,2250.0,2250.0,3,0,27,29,8.000320012800511e-05,0.0168997668997669,0.5084098818498194,Moderate Attractiveness
QSFP-4X10GAOC5M-RF,REF,650.98,650.98,650.98,16,0,0,29,0.0006000240009600385,0.0168997668997669,0.5081498714494034,Moderate Attractiveness
PWR-C45-1000AC-RF,REF,776.11,776.11,776.11,22,0,7,29,0.0008400336013440539,0.0168997668997669,0.5080298666492113,Moderate Attractiveness
A9K-RSP-8G,REF,273.0,1282.67,2500.0,13,0,6,29,0.00048001920076803077,0.0168997668997669,0.5082098738494994,Moderate Attractiveness
UCS-SD400G0KS2-EP=,REF,110.0,110.0,110.0,125,0,6,29,0.004960198407936317,0.0168997668997669,0.5059697842459153,Moderate Attractiveness
15-11765-01,REF,4.99,7.0,10.0,95,0,1,29,0.003760150406016241,0.0168997668997669,0.5065698082468753,Moderate Attractiveness
WS-F6700-CFC,REF,15.0,80.23,325.0,28,1,6,29,0.001080043201728069,0.0168997668997669,0.5079098618490194,Moderate Attractiveness
15-14068-01,REF,28.0,41.67,75.0,589,1,6,29,0.023520940837633505,0.0168997668997669,0.49668941303106673,Low Attractiveness
XFP-10GER-OC192IR,REF,601.6,601.6,601.6,2,2,8,29,4.000160006400256e-05,0.0168997668997669,0.5084298826498515,Moderate Attractiveness
46W0843,REF,289.0,289.0,289.0,23,2,3,29,0.0008800352014080564,0.0168997668997669,0.5080098658491794,Moderate Attractiveness
AIR-WLC4402-12-K9 V04,REF,98.0,98.0,98.0,1,6,16,29,0.0,0.0168997668997669,0.5084498834498834,Moderate Attractiveness
ONS-SI-622-L2,REF,49.0,49.0,49.0,166,0,8,29,0.006600264010560423,0.0168997668997669,0.5051497514446032,Moderate Attractiveness
CAB-AC2,REF,4.0,4.0,4.0,3,0,9,29,8.000320012800511e-05,0.0168997668997669,0.5084098818498194,Moderate Attractiveness
SF300-24MP-K9,REF,105.0,234.33,299.0,5,2,12,29,0.00016000640025601025,0.0168997668997669,0.5083698802497554,Moderate Attractiveness
UCS-MR-X16G2RS-H,REF,89.0,128.5,168.0,6,0,5,29,0.0002000080003200128,0.0168997668997669,0.5083498794497234,Moderate Attractiveness
WS-C3548-XL-EN-NB,REF,7.0,7.0,7.0,1,0,8,29,0.0,0.0168997668997669,0.5084498834498834,Moderate Attractiveness
WS-C2970G-24TS-E,REF,55.0,100.8,189.0,97,1,5,28,0.003840153606144246,0.016317016317016316,0.506238431355436,Moderate Attractiveness
C9500-4PT-KIT-RF,REF,181.83,181.83,181.83,14,1,4,28,0.0005200208008320333,0.016317016317016316,0.5078984977580921,Moderate Attractiveness
UCSC-C240-M4L-RF,REF,1221.95,1221.95,1221.95,3,0,5,28,8.000320012800511e-05,0.016317016317016316,0.5081185065584441,Moderate Attractiveness
HWIC-3G-CDMA-S,REF,15.0,54.62,94.25,12,1,6,28,0.00044001760070402814,0.016317016317016316,0.5079384993581562,Moderate Attractiveness
C3KX-RACK-KIT,REF,5.0,35.69,79.75,120,3,15,28,0.004760190407616305,0.016317016317016316,0.5057784129546999,Moderate Attractiveness
GS748T,REF,149.99,149.99,149.99,1,2,13,28,0.0,0.016317016317016316,0.5081585081585082,Moderate Attractiveness
WS-C2960PD-8TT-L,REF,28.0,52.35,108.75,22,0,3,28,0.0008400336013440539,0.016317016317016316,0.5077384913578361,Moderate Attractiveness
SG200-50,REF,14.0,81.68,132.05,4,0,6,28,0.00012000480019200768,0.016317016317016316,0.5080985057584121,Moderate Attractiveness
CP-7970G-LN,REF,19.19,19.19,19.19,76,0,13,28,0.003000120004800192,0.016317016317016316,0.506658448156108,Moderate Attractiveness
ASA 5545,REF,883.0,883.0,883.0,3,1,8,28,8.000320012800511e-05,0.016317016317016316,0.5081185065584441,Moderate Attractiveness
CISCO3745,REF,125.0,197.5,270.0,4,0,2,28,0.00012000480019200768,0.016317016317016316,0.5080985057584121,Moderate Attractiveness
UCS-C3K-HD4TB,REF,120.0,159.48,203.0,65,2,2,28,0.002560102404096164,0.016317016317016316,0.50687845695646,Moderate Attractiveness
AIR-ANT2524V4C-R,REF,50.0,145.0,325.0,37,2,6,28,0.0014400576023040922,0.016317016317016316,0.5074384793573561,Moderate Attractiveness
WS-X6148-GE-TX,REF,20.0,49.84,100.0,23,3,7,28,0.0008800352014080564,0.016317016317016316,0.5077184905578042,Moderate Attractiveness
AIR-AP1142N-A-K9,REF,75.0,75.0,75.0,4,3,6,28,0.00012000480019200768,0.016317016317016316,0.5080985057584121,Moderate Attractiveness
PWR-ADPT-RF,REF,62.28,62.28,62.28,3,2,13,28,8.000320012800511e-05,0.016317016317016316,0.5081185065584441,Moderate Attractiveness
PWR-3845-AC-2,REF,80.0,100.0,120.0,26,1,5,28,0.001000040001600064,0.016317016317016316,0.5076584881577081,Moderate Attractiveness
CP-7915-RF,REF,247.26,247.26,247.26,1,1,8,28,0.0,0.016317016317016316,0.5081585081585082,Moderate Attractiveness
800-35052-01 24X,REF,242.59,242.59,242.59,17,2,9,28,0.000640025601024041,0.016317016317016316,0.5078384953579961,Moderate Attractiveness
800-35052-01 4X,REF,53.07,53.07,53.07,107,2,9,28,0.0042401696067842715,0.016317016317016316,0.506038423355116,Moderate Attractiveness
UCSC-PSU2V2-1200W V02,REF,125.0,125.0,125.0,23,3,4,28,0.0008800352014080564,0.016317016317016316,0.5077184905578042,Moderate Attractiveness
WS-X6416-GBIC,REF,22.0,78.4,240.0,16,0,13,28,0.0006000240009600385,0.016317016317016316,0.5078584961580281,Moderate Attractiveness
PWR2-20W-AC,REF,70.0,70.0,70.0,7,3,6,28,0.00024000960038401536,0.016317016317016316,0.5080385033583161,Moderate Attractiveness
800-35052-01 16X,REF,181.94,181.94,181.94,26,2,9,28,0.001000040001600064,0.016317016317016316,0.5076584881577081,Moderate Attractiveness
CP-DX650-K9,REF,60.0,128.0,225.0,13,0,5,28,0.00048001920076803077,0.016317016317016316,0.5079184985581241,Moderate Attractiveness
800-35052-01 8X,REF,101.08,101.08,101.08,53,2,9,28,0.0020800832033281333,0.016317016317016316,0.5071184665568441,Moderate Attractiveness
CP-7937-MIC-KIT,REF,35.0,61.25,108.75,13,0,9,28,0.00048001920076803077,0.016317016317016316,0.5079184985581241,Moderate Attractiveness
CAB-ETH-S-RJ45-RF,REF,11.35,11.35,11.35,5,1,5,28,0.00016000640025601025,0.016317016317016316,0.5080785049583801,Moderate Attractiveness
WS-CAC-4000W-US,REF,75.0,75.0,75.0,4,0,8,28,0.00012000480019200768,0.016317016317016316,0.5080985057584121,Moderate Attractiveness
WS-C1800-8TK-4TR,REF,25.0,25.0,25.0,2,0,20,28,4.000160006400256e-05,0.016317016317016316,0.5081385073584761,Moderate Attractiveness
UCSC-HS-C240M5,REF,35.0,51.5,68.0,5,0,11,28,0.00016000640025601025,0.016317016317016316,0.5080785049583801,Moderate Attractiveness
UCS-RAID-9266CV-8I,REF,100.0,100.0,100.0,3,0,5,28,8.000320012800511e-05,0.016317016317016316,0.5081185065584441,Moderate Attractiveness
AIR-AP1131AG-E-K9,REF,40.0,40.0,40.0,5,1,5,28,0.00016000640025601025,0.016317016317016316,0.5080785049583801,Moderate Attractiveness
C3KX-NM-BLANK,REF,30.0,31.67,35.0,72,3,10,28,0.002840113604544182,0.016317016317016316,0.5067384513562361,Moderate Attractiveness
C220 M3,REF,475.0,475.0,475.0,1,0,5,28,0.0,0.016317016317016316,0.5081585081585082,Moderate Attractiveness
CISCO7960,REF,45.0,45.0,45.0,1,1,3,28,0.0,0.016317016317016316,0.5081585081585082,Moderate Attractiveness
WS-F6K-PFC3BXL,REF,100.0,550.0,1000.0,5,1,4,28,0.00016000640025601025,0.016317016317016316,0.5080785049583801,Moderate Attractiveness
N7K-C7018,REF,500.0,625.0,750.0,3,5,11,28,8.000320012800511e-05,0.016317016317016316,0.5081185065584441,Moderate Attractiveness
M393B1K70CH0-YH9,REF,42.89,42.89,42.89,3,1,9,28,8.000320012800511e-05,0.016317016317016316,0.5081185065584441,Moderate Attractiveness
NIM-8CE1T1-PRI-RF,REF,7015.24,7015.24,7015.24,14,2,7,28,0.0005200208008320333,0.016317016317016316,0.5078984977580921,Moderate Attractiveness
CRS-FP140,REF,3500.0,3500.0,3500.0,4,0,9,28,0.00012000480019200768,0.016317016317016316,0.5080985057584121,Moderate Attractiveness
NIM-VAB-M,REF,175.0,175.0,175.0,2,0,7,28,4.000160006400256e-05,0.016317016317016316,0.5081385073584761,Moderate Attractiveness
AIR-ANT5135D-R,REF,5.0,7.5,10.0,8,3,5,28,0.0002800112004480179,0.016317016317016316,0.5080185025582841,Moderate Attractiveness
ST6000NM0014-CISCO,REF,140.0,140.0,140.0,2,2,9,28,4.000160006400256e-05,0.016317016317016316,0.5081385073584761,Moderate Attractiveness
WS-C2950SX-48-SI,REF,25.0,61.19,75.0,24,0,7,28,0.0009200368014720589,0.016317016317016316,0.5076984897577721,Moderate Attractiveness
800-35052-01 2X,REF,27.29,27.29,27.29,214,2,9,28,0.008520340813632545,0.016317016317016316,0.5038983377516919,Moderate Attractiveness
ST6000NM0014,REF,162.0,162.0,162.0,1,2,9,28,0.0,0.016317016317016316,0.5081585081585082,Moderate Attractiveness
15454-M6-SA-RF,REF,399.42,399.42,399.42,2,0,9,28,4.000160006400256e-05,0.016317016317016316,0.5081385073584761,Moderate Attractiveness
C220-M3BE,REF,135.0,135.0,135.0,5,0,5,28,0.00016000640025601025,0.016317016317016316,0.5080785049583801,Moderate Attractiveness
WS-C2924C-XL-EN,REF,25.0,25.0,25.0,1,1,9,28,0.0,0.016317016317016316,0.5081585081585082,Moderate Attractiveness
PVDM3-256,REF,85.0,96.88,108.75,36,0,7,28,0.0014000560022400896,0.016317016317016316,0.507458480157388,Moderate Attractiveness
15454-EIA-1AMPA84,REF,400.0,400.0,400.0,1,0,13,28,0.0,0.016317016317016316,0.5081585081585082,Moderate Attractiveness
341-100346-01,REF,110.0,145.72,181.44,14,8,11,28,0.0005200208008320333,0.016317016317016316,0.5078984977580921,Moderate Attractiveness
UCS-MR-1X648RU-A,REF,289.0,362.25,435.5,9,1,5,28,0.0003200128005120205,0.016317016317016316,0.5079985017582521,Moderate Attractiveness
NM-1FE2W-V2,REF,50.0,136.67,300.0,10,0,3,28,0.00036001440057602306,0.016317016317016316,0.5079785009582202,Moderate Attractiveness
WS-C6K-VTT-E=,REF,120.0,120.0,120.0,6,0,8,28,0.0002000080003200128,0.016317016317016316,0.5080585041583481,Moderate Attractiveness
NM-1T3-E3,REF,6.0,22.14,80.0,19,0,5,28,0.0007200288011520461,0.016317016317016316,0.5077984937579321,Moderate Attractiveness
MEM-FLSH-16G-RF,REF,1229.08,1229.08,1229.08,26,0,14,28,0.001000040001600064,0.016317016317016316,0.5076584881577081,Moderate Attractiveness
UCS-SD800G123X-EP,REF,351.0,351.0,351.0,3,0,4,28,8.000320012800511e-05,0.016317016317016316,0.5081185065584441,Moderate Attractiveness
N2K-C2232PF-10GE,REF,115.0,115.0,115.0,1,0,9,28,0.0,0.016317016317016316,0.5081585081585082,Moderate Attractiveness
N7K-M206FQ-23L,REF,4500.0,4500.0,4500.0,2,0,5,28,4.000160006400256e-05,0.016317016317016316,0.5081385073584761,Moderate Attractiveness
UBR-MC88V,REF,1800.0,2700.0,3600.0,10,2,5,28,0.00036001440057602306,0.016317016317016316,0.5079785009582202,Moderate Attractiveness
PWR-1400-AC,REF,95.0,152.17,260.0,12,0,4,28,0.00044001760070402814,0.016317016317016316,0.5079384993581562,Moderate Attractiveness
UCSC-NVMEHW-H3200,REF,380.0,1410.0,2440.0,2,4,6,28,4.000160006400256e-05,0.016317016317016316,0.5081385073584761,Moderate Attractiveness
AIR-PWRINJ3,REF,6.0,20.61,79.75,114,2,10,28,0.004520180807232289,0.016317016317016316,0.505898417754892,Moderate Attractiveness
CRS-FP140-RF,REF,71488.36,71488.36,71488.36,9,0,9,28,0.0003200128005120205,0.016317016317016316,0.5079985017582521,Moderate Attractiveness
N5K-M1060,REF,90.0,130.25,160.0,6,0,10,27,0.0002000080003200128,0.015734265734265736,0.5077671288669728,Moderate Attractiveness
700-30082-04,REF,13.5,13.5,13.5,4,0,0,27,0.00012000480019200768,0.015734265734265736,0.5078071304670368,Moderate Attractiveness
ASA5510 ASA5510-SEC,REF,232.1,232.1,232.1,1,0,5,27,0.0,0.015734265734265736,0.5078671328671329,Moderate Attractiveness
800-08711-01,REF,150.0,150.0,150.0,1,0,25,27,0.0,0.015734265734265736,0.5078671328671329,Moderate Attractiveness
MS350-48,REF,400.0,400.0,400.0,9,4,11,27,0.0003200128005120205,0.015734265734265736,0.5077071264668769,Moderate Attractiveness
CP-9971-CL-K9,REF,161.0,161.0,161.0,3,2,10,27,8.000320012800511e-05,0.015734265734265736,0.5078271312670689,Moderate Attractiveness
AIR-PWRINJ-30-RF,REF,68.64,68.64,68.64,2,0,8,27,4.000160006400256e-05,0.015734265734265736,0.5078471320671009,Moderate Attractiveness
C899G-LTE-NA-K9,REF,225.0,225.0,225.0,1,0,9,27,0.0,0.015734265734265736,0.5078671328671329,Moderate Attractiveness
C3K-PWR-1150WAC-RF,REF,948.64,948.64,948.64,14,0,7,27,0.0005200208008320333,0.015734265734265736,0.5076071224667169,Moderate Attractiveness
WAP321-E-K9,REF,141.0,141.0,141.0,1,0,6,27,0.0,0.015734265734265736,0.5078671328671329,Moderate Attractiveness
AIR-AP3702I-UXK9,REF,165.0,257.5,350.0,8,0,4,27,0.0002800112004480179,0.015734265734265736,0.5077271272669088,Moderate Attractiveness
WIC-1DSU-T1-V2,REF,4.0,24.5,60.0,70,2,8,27,0.002760110404416177,0.015734265734265736,0.5064870776649248,Moderate Attractiveness
